date,open,high,low,close,volume,symbol
20240830,6550.0,6648.0,6454.0,6600.0,156347,PR0
20240902,6622.0,6624.0,6360.0,6376.0,159115,PR0
20240903,6378.0,6444.0,6332.0,6386.0,130244,PR0
20240904,6338.0,6366.0,6238.0,6290.0,125894,PR0
20240905,6290.0,6350.0,6216.0,6226.0,87080,PR0
20240906,6242.0,6298.0,6158.0,6220.0,159227,PR0
20240909,6228.0,6228.0,6040.0,6090.0,146204,PR0
20240910,6080.0,6094.0,5914.0,5914.0,168541,PR0
20240911,5912.0,6374.0,5736.0,6002.0,501473,PR0
20240912,6000.0,6076.0,5880.0,6048.0,360488,PR0
20240913,6086.0,6160.0,6012.0,6092.0,258605,PR0
20240918,6118.0,6136.0,5932.0,5962.0,137773,PR0
20240919,5954.0,6088.0,5904.0,6074.0,205770,PR0
20240920,6078.0,6112.0,6034.0,6078.0,122032,PR0
20240923,6062.0,6068.0,5986.0,5998.0,117181,PR0
20240924,5992.0,6186.0,5974.0,6170.0,141100,PR0
20240925,6188.0,6380.0,6172.0,6206.0,145876,PR0
20240926,6146.0,6258.0,6130.0,6184.0,121938,PR0
20240927,6206.0,6312.0,6172.0,6294.0,95044,PR0
20240930,6290.0,6560.0,6262.0,6516.0,107451,PR0
20241008,6800.0,6820.0,6546.0,6574.0,82640,PR0
20241009,6568.0,6578.0,6474.0,6504.0,90380,PR0
20241010,6474.0,6510.0,6384.0,6448.0,74052,PR0
20241011,6462.0,6532.0,6446.0,6508.0,60933,PR0
20241014,6516.0,6572.0,6446.0,6472.0,60198,PR0
20241015,6452.0,6486.0,6320.0,6320.0,60819,PR0
20241016,6316.0,6372.0,6270.0,6306.0,48803,PR0
20241017,6298.0,6328.0,6188.0,6190.0,48997,PR0
20241018,6218.0,6300.0,6190.0,6260.0,45148,PR0
20241021,6244.0,6244.0,6168.0,6218.0,37226,PR0
20241022,6236.0,6324.0,6222.0,6284.0,38686,PR0
20241023,6324.0,6362.0,6272.0,6304.0,33319,PR0
20241024,6272.0,6318.0,6236.0,6284.0,21502,PR0
