date,close,open,high,low,volume,symbol
20241225,16733.8746,16818.0062,16818.0062,16633.3637,13576553.0,930653.CSI
20241224,16826.2418,16614.9738,16827.9936,16605.7247,13476366.01,930653.CSI
20241223,16632.333,16806.3925,16873.1615,16624.4714,16596461.09,930653.CSI
20241220,16833.4379,16793.7864,16973.6575,16783.159,15972283.93,930653.CSI
20241219,16805.1145,16890.2026,16890.227,16697.8787,15125322.08,930653.CSI
20241218,17018.3832,17067.3204,17135.6453,16983.6791,14475757.47,930653.CSI
20241217,17055.337,17082.0398,17224.6118,16968.7853,20275743.47,930653.CSI
20241216,17121.2359,17368.1248,17397.4036,17055.8081,24968756.61,930653.CSI
20241213,17385.27,17753.2764,17753.2764,17385.27,36328124.7,930653.CSI
20241212,17906.7201,17435.3771,17939.6013,17369.1638,39223327.67,930653.CSI
20241211,17471.8832,17144.722,17565.7685,17144.722,32721156.88,930653.CSI
20241210,17223.2779,17572.3478,17727.8134,17189.379,32383161.85,930653.CSI
20241209,16873.1953,16918.1655,17007.7816,16799.2938,20024382.15,930653.CSI
20241206,16923.46,16767.9837,17032.3984,16767.9837,19576500.27,930653.CSI
20241205,16785.2114,16777.0653,16827.0192,16678.2225,18775412.06,930653.CSI
20241204,16876.589,16981.2768,17023.0739,16811.8115,22579732.82,930653.CSI
20241203,17036.1851,17020.7566,17068.152,16896.7297,24243984.25,930653.CSI
20241202,17039.9854,16837.113,17079.13,16775.2604,26136474.88,930653.CSI
20241129,16840.4495,16600.2084,17085.5739,16600.2084,23661313.65,930653.CSI
20241128,16555.7006,16650.1802,16723.16,16522.4093,20014685.57,930653.CSI
20241127,16687.1199,16408.7129,16729.376,16275.7133,17830779.59,930653.CSI
20241126,16460.8051,16294.1948,16603.9883,16271.7292,17320940.75,930653.CSI
20241125,16328.4289,16351.9023,16530.7047,16196.3078,13030218.09,930653.CSI
20241122,16313.7082,16881.5553,16927.7073,16312.505,16365634.35,930653.CSI
20241121,16896.7669,16865.2027,16963.9476,16775.8917,12315090.93,930653.CSI
20241120,16901.6429,16783.7056,16961.6336,16687.0454,12481384.0,930653.CSI
20241119,16803.1928,16821.9236,16930.7536,16452.0059,14130916.54,930653.CSI
20241118,16783.9646,17063.2557,17148.4933,16711.5727,14790123.05,930653.CSI
20241115,17049.7921,17168.9098,17400.9083,17049.7921,15273433.31,930653.CSI
20241114,17209.0045,17372.6243,17533.3196,17188.4492,12455037.71,930653.CSI
20241113,17460.326,17335.7949,17502.4269,17316.738,14277316.56,930653.CSI
20241112,17468.7924,17561.1254,17888.7836,17365.2193,22491593.15,930653.CSI
20241111,17584.4381,17399.4426,17585.5253,17171.9572,19112957.05,930653.CSI
20241108,17701.4845,18224.1205,18247.1832,17607.9315,29295519.56,930653.CSI
20241107,18018.4199,16796.8205,18018.4199,16795.5638,30101779.93,930653.CSI
20241106,16876.7807,16914.6467,17024.1399,16704.2758,20415902.46,930653.CSI
20241105,16920.1724,16518.082,16927.653,16425.683,18978518.86,930653.CSI
20241104,16589.015,16365.8043,16592.3577,16259.31,18566557.07,930653.CSI
20241101,16321.2615,16120.4935,16488.8857,16120.4935,18521118.29,930653.CSI
20241031,16185.7441,16139.7869,16334.2523,16066.2484,18718440.35,930653.CSI
20241030,16161.7344,16245.1143,16412.0823,16043.0019,14673898.0,930653.CSI
20241029,16359.5393,16693.8281,16894.3088,16343.2801,19399365.28,930653.CSI
20241028,16727.207,16416.5872,16727.207,16232.8273,20361215.65,930653.CSI
20241025,16358.8922,16175.3256,16498.7626,16175.3256,15672517.37,930653.CSI
20241024,16197.6215,16320.0321,16429.0917,16164.1135,12824711.6,930653.CSI
20241023,16435.5649,16270.834,16600.12,16139.9932,16924762.34,930653.CSI
20241022,16254.537,15985.2058,16291.6089,15969.6361,16127031.43,930653.CSI
20241021,16002.6673,16006.4801,16113.9466,15767.504,14937218.73,930653.CSI
20241018,15991.4084,15480.4266,16285.2438,15397.0264,15643726.71,930653.CSI
20241017,15532.5687,15926.0089,15958.2229,15525.7168,10123315.92,930653.CSI
20241016,15839.1788,15842.6855,16072.8832,15729.2376,11046879.66,930653.CSI
20241015,16038.0866,16529.9388,16571.5586,16038.0866,13814623.47,930653.CSI
20241014,16569.3126,16464.4871,16645.7762,16071.5933,15622801.63,930653.CSI
20241011,16426.8094,16733.9788,16898.1026,16250.8573,15845524.63,930653.CSI
20241010,16856.2738,16593.2374,17279.6701,16446.6057,19357274.25,930653.CSI
20241009,16574.6059,17703.3735,17703.3735,16525.5472,26069682.07,930653.CSI
20241008,18143.7199,19467.1951,19467.1951,17485.9222,39513772.75,930653.CSI
20240930,17663.5006,17103.1212,17729.0283,16742.9303,31175229.02,930653.CSI
20240927,16217.328,15730.3644,16219.079,15671.2848,20449103.22,930653.CSI
20240926,15093.9476,13940.5431,15094.907,13920.3795,18183996.82,930653.CSI
20240925,13927.37,14062.0432,14283.2602,13911.3966,13236625.27,930653.CSI
20240924,13856.6078,13323.3662,13856.6078,13163.4419,11849150.58,930653.CSI
20240923,13126.0053,13116.2954,13344.6806,13093.1856,6044548.58,930653.CSI
20240920,13107.2552,13082.9319,13137.8017,12993.078,6748348.44,930653.CSI
20240919,13126.1727,12816.0624,13324.5947,12751.0546,10172021.17,930653.CSI
20240918,12778.0203,12837.2766,12894.3806,12680.6684,5481920.65,930653.CSI
20240913,12873.1214,13089.3693,13093.7509,12873.1214,5670677.22,930653.CSI
20240912,13112.59,13356.3068,13409.5881,13112.4882,5121953.88,930653.CSI
20240911,13367.3199,13305.9718,13438.323,13232.1892,4772749.68,930653.CSI
20240910,13363.6133,13331.3128,13470.8679,13264.4903,5230793.75,930653.CSI
