date,close,open,high,low,volume,symbol
20241225,6951.6122,6973.2492,7036.319,6913.2414,35603567.0,930652.CSI
20241224,6968.8084,6888.2844,6973.6616,6795.2521,40770461.44,930652.CSI
20241223,6860.2636,6988.7667,7050.2526,6852.7492,50095195.72,930652.CSI
20241220,6980.0135,6845.4324,7082.0173,6833.0213,49636139.06,930652.CSI
20241219,6869.8761,6616.1972,6899.9667,6607.2216,49634212.91,930652.CSI
20241218,6695.0591,6599.1979,6720.5926,6562.5085,36797574.51,930652.CSI
20241217,6575.9784,6577.9723,6667.4486,6563.7568,36381337.76,930652.CSI
20241216,6592.7641,6686.4631,6698.1685,6568.06,39404151.28,930652.CSI
20241213,6691.7077,6760.4543,6798.2527,6685.1812,48771086.09,930652.CSI
20241212,6813.3839,6790.4268,6825.6843,6727.9777,40796335.78,930652.CSI
20241211,6785.8717,6740.2935,6836.8661,6722.7572,49269031.23,930652.CSI
20241210,6764.8195,6970.3198,6977.4591,6750.4601,55923468.01,930652.CSI
20241209,6701.0061,6760.7704,6799.6538,6655.3414,35885723.6,930652.CSI
20241206,6776.1066,6671.1942,6823.6728,6662.1807,44772947.92,930652.CSI
20241205,6659.6978,6629.3245,6694.2943,6613.8456,30985557.26,930652.CSI
20241204,6671.0447,6783.0678,6817.8773,6645.5008,41660823.72,930652.CSI
20241203,6703.6075,6806.7945,6811.5667,6651.6225,39487450.57,930652.CSI
20241202,6803.0247,6716.6489,6836.6387,6714.4403,46722415.08,930652.CSI
20241129,6716.8899,6570.3643,6816.7743,6546.1703,46189404.34,930652.CSI
20241128,6594.3065,6636.3105,6721.4993,6583.1322,38997931.31,930652.CSI
20241127,6638.4353,6404.3865,6643.0837,6346.21,44825642.7,930652.CSI
20241126,6434.6733,6461.6572,6537.4586,6432.2364,30377612.11,930652.CSI
20241125,6476.7487,6574.1226,6596.4256,6358.2977,44244168.0,930652.CSI
20241122,6574.8306,6843.0737,6913.3275,6573.7965,51846561.57,930652.CSI
20241121,6851.4051,6818.5158,6903.1157,6791.7625,46601877.53,930652.CSI
20241120,6848.2992,6817.0753,6888.3672,6759.1261,48336923.69,930652.CSI
20241119,6841.1223,6673.3784,6850.0042,6582.1073,54087804.33,930652.CSI
20241118,6658.4734,6847.747,6879.7968,6613.3704,59529736.96,930652.CSI
20241115,6833.8301,7028.6163,7080.1363,6833.1748,65385908.04,930652.CSI
20241114,7056.9156,7303.1093,7319.4467,7042.7218,65926361.54,930652.CSI
20241113,7342.0368,7268.8809,7357.8259,7192.9494,74961515.66,930652.CSI
20241112,7343.7665,7461.5396,7488.4978,7258.6192,101126757.22,930652.CSI
20241111,7467.655,7172.0185,7475.3493,7157.8638,103252160.27,930652.CSI
20241108,7133.6252,7208.0065,7351.0793,7121.3458,92966664.75,930652.CSI
20241107,7084.1698,6853.9428,7113.5784,6834.7999,85280499.98,930652.CSI
20241106,6930.3543,6986.0337,7036.5131,6851.5414,95397093.8,930652.CSI
20241105,6943.5749,6683.119,6972.8822,6651.5729,99246371.82,930652.CSI
20241104,6676.3147,6505.9254,6678.2893,6505.8313,74768306.94,930652.CSI
20241101,6537.8486,6734.4317,6771.7598,6536.6168,118362213.22,930652.CSI
20241031,6757.7521,6665.4232,6823.5877,6558.6331,115374836.97,930652.CSI
20241030,6630.8299,6600.0651,6705.1646,6555.0896,86581323.17,930652.CSI
20241029,6629.8335,6610.0066,6797.1721,6580.1103,68287529.79,930652.CSI
20241028,6598.4174,6605.0516,6605.4264,6513.5964,55004221.4,930652.CSI
20241025,6608.5651,6580.5471,6717.8253,6506.8399,56174544.67,930652.CSI
20241024,6547.8464,6523.896,6612.2224,6481.881,45380464.55,930652.CSI
20241023,6589.5667,6609.2919,6715.4043,6562.4348,63808380.91,930652.CSI
20241022,6661.146,6653.1153,6754.3627,6574.6553,70552459.24,930652.CSI
20241021,6693.747,6684.1136,7002.1506,6599.031,79623890.93,930652.CSI
20241018,6541.3112,6039.4188,6689.9392,6039.4188,73920960.86,930652.CSI
20241017,6031.6531,6100.6413,6162.1529,6030.6234,42912872.3,930652.CSI
20241016,6002.2301,5986.3951,6108.6057,5961.8885,35509439.27,930652.CSI
20241015,6150.0581,6271.6379,6422.4463,6150.0581,47126137.63,930652.CSI
20241014,6276.3649,6085.137,6283.6569,5964.3765,49060951.35,930652.CSI
20241011,6082.5868,6306.7488,6364.6805,6007.4864,46875573.75,930652.CSI
20241010,6422.3303,6676.4509,6711.4584,6316.4385,64191586.06,930652.CSI
20241009,6616.9336,6709.6819,7099.6635,6461.6498,93038506.44,930652.CSI
20241008,6818.4282,6911.6005,6911.6005,6476.9902,98447747.64,930652.CSI
20240930,6090.5056,5696.1026,6090.6075,5610.4321,78109111.22,930652.CSI
20240927,5432.848,5171.1009,5450.54,5171.1009,47397902.73,930652.CSI
20240926,5095.329,4933.8408,5095.5929,4913.6928,35355295.0,930652.CSI
20240925,4937.3769,4966.8485,5069.0597,4926.9716,35890691.7,930652.CSI
20240924,4914.4794,4744.8764,4915.9055,4695.5528,32709442.92,930652.CSI
20240923,4715.2103,4728.2318,4799.9318,4703.494,17021623.63,930652.CSI
20240920,4738.4674,4736.372,4771.9896,4699.8445,19912880.03,930652.CSI
20240919,4725.7977,4715.6302,4773.7956,4665.0797,20482731.34,930652.CSI
20240918,4687.8206,4732.1628,4736.1378,4641.9639,17259161.23,930652.CSI
20240913,4738.2829,4759.2323,4822.4931,4732.1724,19339671.08,930652.CSI
20240912,4757.7782,4835.4685,4859.2906,4757.7782,18141833.38,930652.CSI
20240911,4806.2868,4812.151,4838.3809,4782.6252,16246141.69,930652.CSI
20240910,4831.1015,4776.5866,4860.1251,4737.7449,21050863.55,930652.CSI
20240909,4776.1739,4789.4035,4836.1292,4754.2953,18721314.36,930652.CSI
20240906,4816.2269,4911.8617,4914.5339,4816.2269,20126408.52,930652.CSI
20240905,4909.4497,4912.0831,4972.3593,4887.2122,17393655.56,930652.CSI
20240904,4913.4888,4895.9483,4939.7472,4870.8854,19777345.37,930652.CSI
20240903,4966.7906,4918.2443,5000.7222,4918.2443,21038533.29,930652.CSI
20240902,4925.8428,5079.746,5089.7925,4925.8428,27818672.65,930652.CSI
20240830,5081.0311,4906.4924,5126.6143,4906.4924,34906947.71,930652.CSI
20240829,4907.8845,4812.6269,4942.8096,4793.9098,24230557.34,930652.CSI
20240828,4845.7527,4834.3402,4875.9519,4820.2294,15024276.96,930652.CSI
20240827,4841.2804,4917.8272,4917.8272,4828.195,18918021.08,930652.CSI
20240826,4938.778,4966.2542,4979.3062,4913.225,18627830.91,930652.CSI
20240823,4955.343,4933.8027,4976.326,4899.0401,18837244.19,930652.CSI
20240822,4957.7618,5018.4987,5022.5784,4941.2593,19583238.01,930652.CSI
20240821,5019.9821,4983.954,5093.6494,4977.0334,21627325.07,930652.CSI
20240820,5006.1296,5073.8553,5082.5046,4990.2647,16886806.09,930652.CSI
20240819,5063.1924,5063.243,5127.4223,5052.6252,18210982.95,930652.CSI
20240816,5069.9774,5078.5224,5117.1385,5063.7994,20567802.52,930652.CSI
20240815,5062.945,5015.4605,5121.0792,5010.287,23572330.24,930652.CSI
20240814,5037.7276,5099.549,5100.8962,5037.4172,15171622.91,930652.CSI
20240813,5087.4257,5048.4345,5096.4771,5031.6923,14938773.23,930652.CSI
20240812,5043.4281,5041.594,5082.9338,5026.6856,15168588.07,930652.CSI
20240809,5063.0773,5107.9368,5133.6103,5063.0773,18937113.02,930652.CSI
20240808,5050.4159,4995.0678,5103.7531,4956.8593,19584165.82,930652.CSI
20240807,5032.2598,5071.2811,5102.4038,5022.3149,16795125.08,930652.CSI
20240806,5082.052,5116.9053,5138.0131,5017.6999,21940171.17,930652.CSI
20240805,5027.2086,5172.7665,5242.1894,5027.073,32931793.28,930652.CSI
20240802,5278.6729,5343.0324,5414.2931,5268.4595,24753593.86,930652.CSI
20240801,5424.5156,5465.4907,5481.1034,5390.8661,25547378.28,930652.CSI
20240731,5426.3884,5228.4785,5429.5738,5227.8463,32303353.06,930652.CSI
20240730,5249.0233,5240.4476,5267.8256,5176.6961,21563301.19,930652.CSI
20240729,5262.7387,5300.6764,5362.4736,5262.7387,21431940.88,930652.CSI
