date,close,open,high,low,volume,symbol
20241225,1688.5924,1685.1863,1707.1902,1673.4125,5274719.0,000685.SH
20241224,1681.128,1660.5709,1684.2118,1621.7398,5268841.0,000685.SH
20241223,1650.3807,1680.6368,1708.6513,1646.5323,7060026.0,000685.SH
20241220,1683.1136,1615.0474,1713.0344,1613.6446,8332088.0,000685.SH
20241219,1619.237,1565.6752,1632.844,1564.3295,5203956.0,000685.SH
20241218,1588.8968,1551.3686,1593.9779,1540.8864,4736515.0,000685.SH
20241217,1546.0553,1563.0009,1573.7352,1542.2863,3575718.0,000685.SH
20241216,1565.8139,1601.3739,1604.4296,1557.4511,5620417.0,000685.SH
20241213,1598.8745,1614.8845,1631.2668,1596.1221,7634926.0,000685.SH
20241212,1627.9359,1615.9495,1631.3672,1602.5342,4619620.0,000685.SH
20241211,1613.3442,1611.4924,1633.0837,1606.2222,4845653.0,000685.SH
20241210,1616.5509,1682.5246,1683.857,1612.8225,5534416.0,000685.SH
20241209,1600.6515,1621.8532,1629.1561,1587.7834,3993666.0,000685.SH
20241206,1628.4928,1608.052,1649.0266,1591.6114,4719986.0,000685.SH
20241205,1609.5803,1590.1931,1615.4375,1589.4652,3735652.0,000685.SH
20241204,1606.1007,1651.7161,1661.8032,1600.1201,5380514.0,000685.SH
20241203,1611.7496,1640.0487,1650.5615,1596.2992,4508809.0,000685.SH
20241202,1634.6045,1629.8918,1653.5694,1618.1484,4941383.0,000685.SH
20241129,1628.3178,1581.729,1665.261,1571.2911,5295210.0,000685.SH
20241128,1588.8023,1587.5693,1632.9552,1577.7328,4474198.0,000685.SH
20241127,1587.0587,1518.058,1589.7391,1501.1402,5089808.0,000685.SH
20241126,1526.5715,1532.0653,1553.465,1525.3683,3275293.0,000685.SH
20241125,1534.5775,1555.605,1560.7425,1503.4842,4692429.0,000685.SH
20241122,1552.5042,1623.8596,1643.3168,1551.7897,5713043.0,000685.SH
20241121,1621.4946,1599.258,1646.8252,1595.9779,4754794.0,000685.SH
20241120,1604.7346,1594.0499,1614.2846,1579.7166,4742655.0,000685.SH
20241119,1602.5576,1555.7427,1605.776,1531.4332,5550889.0,000685.SH
20241118,1547.2659,1576.8467,1603.7904,1536.5109,6009080.0,000685.SH
20241115,1574.2569,1650.1953,1660.9024,1573.8614,6677381.0,000685.SH
20241114,1654.0828,1701.1943,1724.5474,1649.3177,6649391.0,000685.SH
20241113,1713.4359,1682.0294,1717.5025,1675.7366,7487648.0,000685.SH
20241112,1699.1411,1735.8719,1749.2165,1681.611,10370389.0,000685.SH
20241111,1743.8465,1662.6272,1749.7706,1654.6949,11615706.0,000685.SH
20241108,1638.8552,1687.7395,1730.7623,1638.6814,9578434.0,000685.SH
20241107,1641.4685,1570.8785,1659.6221,1568.1716,6551820.0,000685.SH
