date,close,open,high,low,volume,symbol
20241225,11387.3775,11541.2442,11549.6316,11350.1866,22450328.0,930697.CSI
20241224,11563.9127,11352.4925,11566.2211,11352.4925,28257422.39,930697.CSI
20241223,11353.5066,11415.1337,11529.4053,11326.9167,21883502.78,930697.CSI
20241220,11380.4806,11367.8107,11467.9611,11330.5167,22538781.6,930697.CSI
20241219,11349.967,11195.2359,11395.0463,11182.2296,19706434.36,930697.CSI
20241218,11276.0815,11215.2521,11316.3637,11185.9298,17032079.31,930697.CSI
20241217,11186.5234,11236.5602,11379.7888,11170.6755,19467423.02,930697.CSI
20241216,11259.16,11389.5192,11405.9847,11224.2759,23625462.45,930697.CSI
20241213,11384.4871,11600.1423,11600.1423,11377.5699,28134516.25,930697.CSI
20241212,11666.7278,11579.822,11685.1688,11514.5479,24482752.41,930697.CSI
20241211,11593.9109,11453.829,11656.0665,11450.2441,26319280.7,930697.CSI
20241210,11476.7874,11727.5197,11755.3884,11461.7054,24907206.0,930697.CSI
20241209,11344.0094,11250.639,11431.3087,11220.2335,21056146.88,930697.CSI
20241206,11304.4194,11233.5527,11367.4911,11192.8382,27898763.08,930697.CSI
20241205,11200.9748,11137.0873,11247.0106,11103.6768,19256384.35,930697.CSI
20241204,11165.2993,11115.4166,11323.8365,11067.2185,24305744.61,930697.CSI
20241203,11150.6794,11137.815,11177.9028,11052.6506,26084970.24,930697.CSI
20241202,11166.157,10975.7065,11190.866,10916.6593,28407042.73,930697.CSI
20241129,10968.473,10757.6576,11038.4202,10757.6576,26016544.9,930697.CSI
20241128,10799.1799,10983.9528,10983.9528,10782.0798,21737281.95,930697.CSI
20241127,10962.3658,10675.2027,10963.9539,10619.4162,25609188.81,930697.CSI
20241126,10713.6231,10728.1409,10847.0184,10682.7387,19802370.17,930697.CSI
20241125,10788.378,10910.2288,10974.6572,10677.8785,23235208.24,930697.CSI
20241122,10919.4031,11201.2363,11337.3547,10904.9311,26853838.4,930697.CSI
20241121,11216.5789,11201.0492,11279.7958,11148.3554,26610778.29,930697.CSI
20241120,11208.7864,11095.5604,11218.4352,11068.9284,24884199.26,930697.CSI
20241119,11121.8568,10897.6807,11128.5717,10878.2105,23722158.29,930697.CSI
20241118,10925.2513,11177.1706,11205.0655,10877.0308,21598111.52,930697.CSI
20241115,11207.6716,11438.5887,11549.4361,11188.6992,25045534.27,930697.CSI
20241114,11493.9216,11503.96,11667.3586,11454.7427,23530142.9,930697.CSI
20241113,11553.3218,11484.4831,11582.5077,11384.7523,23153711.22,930697.CSI
20241112,11544.0651,11534.6463,11802.614,11451.7956,31240112.44,930697.CSI
20241111,11533.2445,11396.1053,11542.1976,11345.1269,31066704.46,930697.CSI
20241108,11504.8428,11450.3067,11610.1343,11361.0687,34832806.57,930697.CSI
20241107,11407.7703,11106.0866,11407.7703,11032.2283,35607148.75,930697.CSI
20241106,11202.9142,11388.3818,11442.8591,11169.66,34551966.52,930697.CSI
20241105,11399.8902,11277.5129,11442.6326,11116.0696,32265019.83,930697.CSI
20241104,11304.2446,11036.01,11305.6698,11034.994,31383509.61,930697.CSI
20241101,11116.7812,11381.7289,11415.6084,11087.9539,36475261.63,930697.CSI
20241031,11355.0847,11438.8699,11438.8699,11187.4999,26211134.16,930697.CSI
20241030,11469.7573,11479.3491,11693.965,11382.2434,23632207.32,930697.CSI
20241029,11513.8959,11619.3632,11708.6077,11509.3001,25848476.85,930697.CSI
20241028,11533.2726,11375.9586,11537.8426,11306.128,23727138.24,930697.CSI
20241025,11343.5654,11277.5709,11431.0532,11209.9676,28173286.99,930697.CSI
20241024,11268.4373,11323.1819,11394.5596,11190.5976,31089651.04,930697.CSI
20241023,11334.4884,11373.892,11447.4893,11297.276,33519646.3,930697.CSI
20241022,11339.7944,11097.6117,11407.057,11083.8639,20992904.85,930697.CSI
20241021,11005.1349,11063.5931,11107.3698,10847.913,18648663.79,930697.CSI
20241018,10936.4995,10565.5768,11115.5639,10559.0518,23382599.33,930697.CSI
20241017,10535.9059,10668.0153,10831.2196,10527.099,26080806.79,930697.CSI
20241016,10612.9759,10547.7279,10715.0449,10486.7572,20181579.72,930697.CSI
20241015,10713.9587,10976.5811,11035.2303,10709.9441,20317498.73,930697.CSI
20241014,10985.2015,10743.8356,11039.5505,10637.588,18836855.33,930697.CSI
20241011,10715.0744,11035.0908,11035.0908,10601.5516,15651673.27,930697.CSI
20241010,11054.6336,10986.001,11312.2044,10866.5319,21045522.18,930697.CSI
20241009,10904.2546,11525.8578,11525.8578,10748.6555,27669067.99,930697.CSI
20241008,11788.4714,12384.9364,12384.9364,11303.8259,36922875.03,930697.CSI
20240930,11155.1159,10563.025,11180.1047,10477.9985,31894197.92,930697.CSI
20240927,10279.3734,10177.8143,10363.1458,10095.437,20051077.26,930697.CSI
20240926,10017.4418,9570.935,10024.0311,9565.4827,17025751.02,930697.CSI
20240925,9579.1296,9548.8899,9798.234,9548.8899,19206410.88,930697.CSI
20240924,9469.4647,9370.6323,9475.5173,9163.1468,16744935.18,930697.CSI
20240923,9307.3143,9248.1251,9408.6973,9211.9619,11192662.87,930697.CSI
20240920,9243.5692,9162.8712,9272.3482,9141.883,12905268.73,930697.CSI
20240919,9182.4498,8973.4135,9215.5628,8973.4135,11945570.23,930697.CSI
20240918,9046.4771,8851.6532,9081.1327,8841.509,9376850.82,930697.CSI
20240913,8855.0243,8835.1612,8965.0306,8812.154,9894794.17,930697.CSI
20240912,8857.1427,8929.4674,8997.8744,8847.8322,9043948.69,930697.CSI
20240911,8910.9345,8756.0428,8950.8714,8699.4138,9804893.64,930697.CSI
20240910,8789.3441,8758.8275,8830.1061,8736.5573,10300788.34,930697.CSI
20240909,8777.8251,8871.744,8904.5537,8744.4618,8945085.26,930697.CSI
20240906,8937.2711,9049.7546,9112.5146,8932.5804,9698123.3,930697.CSI
20240905,9064.0895,9061.8127,9128.0774,9007.749,12076913.18,930697.CSI
20240904,9071.6452,9061.1964,9176.9905,9013.9805,13634096.6,930697.CSI
20240903,9105.7027,8867.4684,9111.4376,8867.4684,12660695.42,930697.CSI
