date,open,close,high,low,volume,symbol
20241224,8193.1,8210.95,8217.2,8183.4,,AS51
20241223,8057.0,8193.1,8193.1,8057.0,367405.69,AS51
20241220,8159.8,8057.0,8159.8,8041.2,1270874.0,AS51
20241219,8298.9,8159.8,8298.9,8116.6,836488.88,AS51
20241218,8301.6,8298.9,8333.1,8285.5,616496.5,AS51
20241217,8236.8,8301.6,8315.7,8224.8,552201.32,AS51
20241216,8283.5,8236.8,8283.5,8228.2,640741.88,AS51
20241213,8317.6,8283.5,8317.6,8250.7,514850.63,AS51
20241212,8341.7,8317.6,8373.9,8313.6,690658.5,AS51
20241211,8381.8,8341.7,8384.7,8330.6,587798.13,AS51
20241210,8412.4,8381.8,8438.8,8348.9,772766.25,AS51
20241209,8412.7,8412.4,8412.7,8360.6,622102.32,AS51
20241206,8464.5,8412.7,8464.5,8411.0,555042.44,AS51
20241205,8452.5,8464.5,8484.7,8452.5,628996.32,AS51
20241204,8486.3,8452.5,8489.0,8419.5,581028.63,AS51
20241203,8438.5,8486.3,8506.4,8438.5,686325.69,AS51
20241202,8425.3,8438.5,8457.1,8424.8,538909.07,AS51
20241129,8433.3,8425.3,8433.3,8378.5,516695.13,AS51
20241128,8394.1,8433.3,8466.6,8394.1,577115.69,AS51
20241127,8345.5,8394.1,8405.0,8345.5,529648.19,AS51
20241126,8406.4,8345.5,8420.3,8338.9,596805.75,AS51
20241125,8383.0,8406.4,8451.1,8383.0,1463530.0,AS51
20241122,8313.7,8383.0,8406.0,8313.7,586081.13,AS51
20241121,8319.8,8313.7,8354.7,8296.1,549995.32,AS51
20241120,8367.4,8319.8,8374.2,8311.2,543991.75,AS51
20241119,8293.1,8367.4,8440.9,8293.1,635483.57,AS51
20241118,8282.1,8293.1,8310.9,8238.3,562041.94,AS51
20241115,8218.5,8282.1,8282.1,8218.5,530501.88,AS51
20241114,8184.7,8218.5,8234.4,8184.7,547390.0,AS51
20241113,8246.5,8184.7,8246.5,8130.3,578071.5,AS51
20241112,8257.7,8246.5,8257.7,8206.2,665908.07,AS51
20241111,8291.0,8257.7,8291.0,8237.6,585610.63,AS51
20241108,8220.7,8291.0,8316.4,8220.7,546505.07,AS51
20241107,8192.7,8220.7,8224.8,8142.5,802768.0,AS51
20241106,8127.6,8192.7,8218.2,8127.6,500706.63,AS51
20241105,8160.7,8127.6,8161.7,8108.5,388357.69,AS51
20241104,8113.4,8160.7,8176.7,8113.4,496262.44,AS51
20241101,8153.7,8113.4,8153.7,8057.8,507736.88,AS51
20241031,8172.1,8153.7,8177.3,8122.7,697666.75,AS51
20241030,8240.8,8172.1,8251.5,8158.3,728036.13,AS51
20241029,8211.5,8240.8,8264.1,8211.5,614505.38,AS51
20241028,8205.6,8211.5,8216.8,8191.3,493814.94,AS51
20241025,8198.8,8205.6,8242.3,8198.8,489694.25,AS51
20241024,8206.4,8198.8,8239.9,8174.7,637634.38,AS51
20241023,8196.5,8206.4,8223.4,8186.6,511963.57,AS51
20241022,8336.8,8196.5,8336.8,8192.3,576540.63,AS51
20241021,8277.4,8336.8,8348.9,8277.4,625805.57,AS51
20241018,8351.1,8277.2,8351.1,8255.6,722878.5,AS51
20241017,8279.2,8351.1,8378.4,8279.2,768299.07,AS51
20241016,8314.3,8279.2,8314.3,8268.5,615447.63,AS51
20241015,8249.3,8314.3,8327.2,8249.3,577601.57,AS51
20241014,8211.3,8249.3,8268.0,8211.3,488886.0,AS51
20241011,8221.8,8211.3,8225.0,8197.0,476779.5,AS51
20241010,8188.5,8221.8,8241.5,8188.5,568379.25,AS51
20241009,8180.8,8188.5,8228.4,8174.9,522997.44,AS51
20241008,8210.9,8180.8,8228.3,8168.4,572719.25,AS51
20241007,8155.2,8210.9,8216.0,8149.9,437727.25,AS51
20241004,8213.6,8155.2,8213.6,8113.5,568230.88,AS51
