date,open,high,low,close,volume,open_interest,settle,symbol
20050104,12445.0,12485.0,12380.0,12385.0,29474,31878,0.0,CF0
20050105,12395.0,12470.0,12360.0,12460.0,40760,33702,0.0,CF0
20050106,12540.0,12695.0,12505.0,12680.0,50866,36358,0.0,CF0
20050107,12690.0,12690.0,12615.0,12635.0,37968,35382,0.0,CF0
20050110,12705.0,12775.0,12630.0,12635.0,41532,34480,0.0,CF0
20050111,12705.0,12740.0,12595.0,12615.0,31592,32636,0.0,CF0
20050112,12570.0,12675.0,12550.0,12675.0,27792,33370,0.0,CF0
20050113,12675.0,12770.0,12660.0,12755.0,33030,31752,0.0,CF0
20050114,12725.0,12795.0,12705.0,12770.0,21558,31804,0.0,CF0
20050117,12755.0,12770.0,12695.0,12740.0,19310,30592,0.0,CF0
20050118,12715.0,12795.0,12715.0,12770.0,19524,29870,0.0,CF0
20050119,12790.0,12850.0,12790.0,12830.0,20154,30032,0.0,CF0
20050120,13075.0,13090.0,13025.0,13055.0,22370,24162,0.0,CF0
20050121,13015.0,13040.0,12980.0,13030.0,15598,23664,0.0,CF0
20050124,12965.0,13145.0,12925.0,13120.0,22334,25892,0.0,CF0
20050125,13080.0,13210.0,13050.0,13190.0,24332,27888,0.0,CF0
20050126,13205.0,13230.0,13115.0,13165.0,22712,28750,0.0,CF0
20050127,13150.0,13215.0,13120.0,13175.0,24928,30594,0.0,CF0
20050128,12930.0,13090.0,12930.0,12990.0,39372,28810,0.0,CF0
20050131,12965.0,13095.0,12950.0,13085.0,26306,29210,0.0,CF0
20050201,13100.0,13185.0,13080.0,13180.0,25728,30332,0.0,CF0
20050202,13335.0,13335.0,13255.0,13265.0,15770,15826,0.0,CF0
20050203,13165.0,13215.0,13150.0,13200.0,18802,29706,0.0,CF0
20050204,13140.0,13225.0,13130.0,13220.0,13844,29294,0.0,CF0
20050216,13395.0,13445.0,13320.0,13410.0,20040,30024,0.0,CF0
20050217,13395.0,13465.0,13375.0,13440.0,17010,30806,0.0,CF0
20050218,13425.0,13540.0,13410.0,13510.0,20202,28520,0.0,CF0
20050221,13555.0,13575.0,13400.0,13405.0,26374,27184,0.0,CF0
20050222,13405.0,13565.0,13375.0,13550.0,26248,27036,0.0,CF0
20050223,13650.0,13765.0,13635.0,13715.0,32474,27146,0.0,CF0
